Job Title,Description,District,Work Mode
Desarrollador Frontend React - Por Proyecto,"En Indra seguimos creciendo y buscamos Desarroladores Frontend React.js para formar parte de nuestro equipo. Si eres un apasionado de la tecnología, tienes experiencia en plataformas de datos y quieres formar parte de una empresa global en constante innovación, ¡este es tu lugar! 🎯 Requisitos técnicos: Profesional universitario o técnico de Ingeniería de Sistemas, Informática o carreras afines. Experiencia de 3 años a más con React Js (indispensable). Experiencia en preprocesadores CSS. Experiencia en integraciones de APIS (AMPLIFY). Experiencia en patrones de arquitectura (Ej, MVC, Flux, etc). Experiencia en microfrontend. Experiencia con Javascript (one-page lifecycle, anonymous functions, scoping, polifylling). Experiencia con UX/UI (deseable) Beneficios: 🚑 EPS 100% 📚 Acceso total a Ude",San Isidro,Híbrido
Desarrollador Full Stack Senior – Ecommerce (Magento),"Buscamos un Desarrollador Full Stack Senior con experiencia en Magento que garantice la operación, evolución y optimización de nuestro ecommerce. Será un socio técnico clave entre el equipo interno y la agencia, responsable de implementar y ajustar soluciones que aseguren un portal ágil, seguro y confiable, fortaleciendo la experiencia de compra y la presencia online de nuestras marcas. Funciones: Monitorear y garantizar el funcionamiento continuo del portal, previniendo caídas a partir del seguimiento de métricas claves de performance. Atender y dar solución directa a problemas reportados por el equipo ecommerce. Priorizar resolución de problemas técnicos y nuevos desarrollos de mejora en función al valor que agreguen al negocio. Implementar modificaciones, personalizaciones y mejoras en ",Magdalena del Mar,Híbrido
Desarrollador Genexus,"SOFTWARE ENTERPRISE SERVICES Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición: DESARROLLADOR GENEXUS Requisitos: Universitario Egresado, Titulado, Bachiller o Técnico Egresado, Titulado Carreras de Ingeniería de Sistemas, de Software, Informática, Computación o afines Experiencia de 3 a 5 años mínimo de experiencia Genexus , Bantotal y SQL Herramientas no técnicas: Trabajo en equipo Comunicación Eficaz Benefici",Cercado De Lima,Híbrido
Analista Senior de Automatizaciones e Inteligencia Artificial - Hibrido,"En Cibergestión Perú, empresa de servicios BPO presente en 7 países y con atención a las principales entidades financieras, se encuentra en la búsqueda del mejor talento 💪 para ocupar el puesto de Analista Senior de Automatizaciones e Inteligencia Artificial Misión: Diseñar, desarrollar y mantener soluciones de automatización e inteligencia artificial que mejoren la eficiencia de los procesos internos y productos de software, contribuyendo a la innovación tecnológica de la organización. Algunas funciones: Liderar un pequeño equipo de analistas. Gestionar los procesos de operaciones diarias. Identificar oportunidades de automatización en procesos internos y/o clientes. Colaborar con equipos de desarrollo, QA, producto y negocio.miento del servicio que la empresa disponga. Diseñar y desarrol",San Isidro,Híbrido
ANALISTA PROGRAMADOR VB6,"Somos Real Systems, tenemos 30 años de experiencia en el negocio de software empresarial y consultoría. Hemos implementado exitosamente soluciones en empresas de todos los sectores y giros de negocio. Contamos con un sistema de gestión de calidad basado en ISO 9001. Ofrecemos las soluciones de software para empresas, de acuerdo a la normativa y realidad nacional, con visión global. Nos encontramos en búsqueda de un ANALISTA PROGRAMADOR VB6. MISIÓN DEL PUESTO: Diseñar, codificar y mejorar los modelos de software que satisfagan las necesidades de la empresa y los clientes. REQUISITOS: Técnico Titulado - Bachiller Universitario de Ing. de Sistemas, Ing. Software o afines. DOMINIO LENGUAJES DE PROGRAMACIÓN (3 AÑOS MINIMO) VB6, .NET. EXPERIENCIA EN SOFTWARES CONTABILIDAD, PLANILLAS, ACTIVOS FIJ",San Isidro,Presencial
Desarrollador Backend,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Analista de Software de Integración y Soluciones Digitales para una importante empresa del sector. Funciones: Desarrollar, implementar y dar soporte a las aplicaciones o sistemas asignados a su cargo. Contribuir con la labor de soporte de terceros proveedores de sistemas a cargo del área. Contribuir con el equipo de Calidad en la preparación de los scripts y pruebas unitarias de los productos desarrollados antes de su pase a certificación. Coordinar con las áreas correspondientes las pruebas, certificaciones y puesta en producción de los programas y aplicativos a su cargo. Garantizar la integridad y confide",Miraflores,Híbrido
Desarrollador full stack .Net,"Buscamos un(a) Desarrollador(a) Full-Stack con experiencia en tecnologías modernas de desarrollo Front-End y Back-End. La persona ideal será capaz de analizar requerimientos, estimar esfuerzos, desarrollar soluciones escalables y mantener sistemas robustos en arquitecturas de microservicios y APIs Restful. Ubicación:Lima Modalidad: Tiempo completo 🔹 Requisitos: 4 años de experiencia como programador o desarrollador de software. Dominio avanzado de: .Net Nivel intermedio en: Java GitLab Docker Nivel intermedio/avanzado en PostgreSQL. 🔹 Responsabilidades: Diseñar, desarrollar y optimizar aplicaciones de alto rendimiento. Colaborar con equipos multidisciplinarios para la integración de sistemas. Mantener buenas prácticas de programación, control de versiones y documentación. Proponer mejoras ",Lima,Presencial
Desarrollador FrontEnd Senior,"Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y segura. ¡Reinventa el futuro con Canvia! Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura. Como Analista Programador ANGULAR tendrás la misión de: Desarrollar la interfaz de usuario en Angular con Microfrontends. Integrar con Azu",Lima,Híbrido
Analista programador,"Nos encontramos en la búsqueda de un: Analista Programador Bachiller en ingenieria de sistemas o afines Experiencia mayor a 4 años como programador Experiencia manejando Java, JavaScript, NestJs Experiencia trabajando en entornos agiles Deseble conocimiento en desarrollo de aplicaciones moviles Beneficios: Desarrollo profesional pertenecer a una empresa solida",Lima,Híbrido
Backend Developer Senior - CULQI,"¡Nos encontramos en búsqueda de un BACKEND DEVELOPER SENIOR para el equipo Culqi! Culqi es una fintech líder que pertenece al grupo Credicorp, que está revolucionando los pagos digitales en Latinoamérica con soluciones tecnológicas innovadoras y seguras. Misión del puesto: El Developer Backend Senior es responsable de desarrollar y optimizar soluciones escalables y seguras en Node.js, aprovechando AWS y arquitecturas orientadas a eventos para garantizar sistemas eficientes y resilientes. Su misión es construir y mantener servicios robustos, gestionar la comunicación asincrónica mediante eventos, implementar buenas prácticas de seguridad y optimización. ¿Qué esperamos de ti? Desarrollo y mantenimiento de las aplicaciones integradas a bases de datos SQL y no SQL, Desarrolar APIs REST eficien",San Isidro,Híbrido
Analista programador,"La Universidad de San Martin de Porres te invita a participar en la selección de un analista programador: Requisitos: Titulado o Bachiller de la carrera profesional de Ingeniería de Computación y Sistemas. Office nivel avanzado. Programas requeridos: Asp .NET PHP Wordpress SQL Server SCRUM y/o otros lenguajes de programación Funciones Específicas: Analizar, diseñar, desarrollar e implementar sistemas de información según las necesidades del Centro. Desarrollar aplicaciones web. Determinar la factibilidad técnica de los requerimientos de los usuarios y las propuestas de implementación de los sistemas de información. Elaborar y actualizar los manuales técnicos y de usuario de los sistemas de información asignados. Registrar en el sistema el avance las labores asignadas por su jefe inmediato.",Jesús María,Presencial
Analista Programador (Java Oracle)- Presencial,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa. Te invitamos a ser parte de nuestro equipo ocupando el cargo de: Analista Programador Requisitos: Bachiller o Técnico titulado afines con la informática (Ciencias de la Computación, Sistemas de Información, Ingeniería, entre otros). Experiencia y formación en desarrollo de software, por ejemplo, C#, C++, Java, .NET, Pyton, PL/SQL Conocimiento técnico en herramientas de automatización (ejemplo, Blue Prism y UiPath) Conocimientos básicos de programación en HTML, JavaScript. Deseables: Conocimiento en CLOUD Computing Conocimientos de IA y aprendizaje automático Certificación Ágil, PMP u otros Beneficios: Perten",La Victoria,Presencial
Soporte Jr de Aplicaciones (Linux/PLSQL),"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa. Te invitamos a ser parte de nuestro equipo ocupando el cargo de: Analista de Soporte de Aplicaciones Requisitos indispensables: Profesionales de Ingeniería de Sistemas, Informática, o carreras afines. Conocimiento en programación PL SQL Oracle, .NET, Java, Shell scripts, unix/ linux MS Office básico Experiencia: Más de 1 año de experiencia en desarrollo e implementación de aplicaciones Atención en helpdesk Sector de telecomunicaciones, banca / empresa de servicios masivos Beneficios: Pertenecer al grupo América Móvil. Sueldo en planilla 100% desde el primer día. EPS corporativa (opcional). Convenios corporat",La Victoria,Presencial
ANALISTA PROGRAMADOR JAVA,"En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un ANALISTA PROGRAMADOR JAVA Principales funciones o actividades - Diseñar y desarrollar aplicaciones en JAVA. - Ejecutar pruebas de software. - Relevar requerimientos. - Brindar soporte a las pruebas con usuarios. - Realizar documentación. - Brindar soporte al despliegue en entornos productivos y no productivos. - Desarrollo de apis REST ¿Qué requisitos necesito? - Técnico, Egresa",San Borja,Híbrido
Analista Programador Postgre/Oracle/Híbrido,"Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de: (1) Analista Programador Postgre/Oracle Requisitos Universitario de Ingeniería de Sistemas, Informática, o afines Experiencia de 3 años en puestos similares como mínimo Experiencia realizando labores de Analista de Sistemas Desarrollador Oracle (PL/SQL) nivel avanzado, store procedures, funciones, packages Desarrollador BD PostgreSQL nivel avanzado Experiencia realizando tuning de Base de Datos Conocimiento en Oracle Data Integrator (ODI) Experiencia en GCP, Cloud Composer, Cloud Storage, Cloud Functions, Data Funciton, Data low Modelamiento de Base de Datos Recomendable que haya realizado labores como Analista Fullstack Funciones: Diseñar, analizar y desarrollar soluciones en la",San Borja,Híbrido
Frontend Developer - Angular,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como FRONTEND DEVELOPER en el rubro Farmacéutico: FRONTEND DEVELOPER Requisitos para postular al cargo: Profesional de las carreras de Ingeniería de sistemas, informática o afines. Experiencia mayor a 4 años en Angular 13+ Experiencia en Estructura Documento HTML (DOM), Integración de pasarelas de pago. Experiencia en Desarrollo Responsive & Mobile-First. Manejo de Arquitectura Modular / Web Components Funciones principales del puesto: Construir la parte visual y funcional de una aplicación web con la que los usuarios interactúan directamente, utilizando el framework Angular junto con HTML, CSS y TypeScript. Div",Lima,Remoto
Desarrollador Frontend Senior- REMOTO,"Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud. Nos encontramos en la búsqueda de ""Desarrollador Frontend Web Senior"" Requisitos: Mínimo 5 años de experiencia en Desarrollador front end. Experiencia sólida en React. Conocimiento avanzado de JavaScript, HTML5, CSS3 y frameworks asociados. Sólidos conocimientos de HTML5 y CSS3 así como tecnologías afines. Conocimientos de uso y consumo de API REST. Familiaridad con Git y sus plataformas (Gitlab, Github, etc.). Experiencia en Figma. Experiencia en Pruebas, y testing (Jest) Disponibilidad inmediata. Condiciones: ",Lima,Presencial
Desarrollador Backend Java,"Actualmente nos encontramos en búsqueda de 03 Desarrolladores Backend Java para que se integren a nuestro equipo. Requisitos Profesional en Ingeniería de Sistemas, Computación, Informática o carreras afines. Experiencia mínima de 3 años en desarrollo con entorno Java Experiencia desarrollo de aplicaciones backend con Java 8, 11 o 17. Conocimientos sólidos en Spring Boot y otros frameworks del ecosistema Spring. Experiencia en diseño y desarrollo de microservicios aplicando principios de arquitectura limpia. Dominio de programación funcional y reactiva (WebFlux, RxJava). Conocimiento en pruebas unitarias con JUnit y Mockito, así como en metodologías BDD. Familiaridad con prácticas de desarrollo seguro (OWASP, OAuth2). Experiencia en bases de datos relacionales (SQL Server, Azure SQL) y no r",La Molina,Híbrido
Desarrollador Fullstack SemiSenior(Java/Angular),"CSTI Corp es una empresa peruana líder en la industria TI con más de 17 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos. Ofrecemos soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud. Nos encontramos en la búsqueda de un ""Fullstack Semi Senior”, para nuestra línea de negocio. 📌Requisitos: Experiencia mínima de 3 años en desarrollo de aplicaciones, plataformas o servicios en la capa frontend como en la capa backend. Experiencia en desarrollo de parte de Frontend con Angular. Experiencia en desarrollo de parte de Backend con Java y Sp",Lima,Presencial
Analista Programador Full Stack,"En UTEC - Universidad de Ingeniería y Tecnología nos encontramos en búsqueda de un Analista Programador Full Stack ¿Cuáles serán tus retos? Trabajar en conjunto con equipos multidisciplinarios para garantizar la coherencia tecnológica y funcional de los proyectos. Análisis y diseño de soluciones Mantenimiento a aplicaciones inhouse Creación y mantenimiento de modelo de datos Pruebas unitarias y funcionales ¿Qué buscamos? Experiencia en desarrollo con Java (Spring Boot), React y/o Angular. Conocimiento en Arquitecturas de integración. Experiencia en interacción con algún CRM y/o ERP (implementación, integración, soporte o personalización). Manejo de bases de datos relacionales (Oracle, MySQL, PostgreSQL, etc.). Conocimientos en metodologías ágiles (Scrum, Kanban). Experiencia trabajando baj",Barranco,Remoto
Desarrollador .Net / PHP,"More digital. More human. More Minsait. En Minsait, una compañía de Indra, somos líderes globales en tecnología y consultoría digital. Conectamos personas, tecnología y negocios para impulsar el crecimiento, la transformación y un impacto positivo y sostenible. ¡Únete como Desarrollador .NET/PHP! Buscamos profesionales apasionados por la tecnología, con ganas de formar parte de nuestros equipos multidisciplinares y contribuir a proyectos de alto impacto. ¿Qué buscamos? Profesional de Ingeniería de Sistemas, Informática o carreras afines. Mínimo 4 años de experiencia desarrollando con .NET y PHP. Conocimientos sólidos en:C# .NET ASP 3 JavaScript, VB 6.0 SQL Server GIT (control de versiones) PHP Nativo 5.6 MySQL Valoramos adicionalmente: Experiencia en migraciones de PHP 5.6 a 8.4 Manejo de ",Lima,Remoto
Desarrollador Python Odoo,"🚀 Desarrollador Python Odoo Modalidad: Presencial Horario: Lunes a Viernes (9:00 am – 6:00 pm) 🎓 Requisitos académicos Bachiller o título universitario en Ingeniería de Software, Ciencias de la Computación, Sistemas o afines. Deseable: certificaciones en Odoo, Python o Cloud. 💻 Conocimientos indispensables Python avanzado para Odoo (ORM, herencia de modelos, decoradores, contextos). Framework Odoo (módulos, vistas XML, QWeb, seguridad). PostgreSQL (optimización y gestión). APIs REST/XML-RPC, integraciones externas. Git y metodologías ágiles (Scrum/Kanban). Frontend básico: XML y JavaScript para personalización de vistas. ⭐ Conocimientos deseables Librerías de Data Science (Pandas, NumPy). Frameworks backend: FastAPI, Flask. Bases de datos NoSQL (MongoDB). CI/CD y DevOps (Docker, Kubernetes",Lima,Presencial
Desarrollador FullSatck - Enfoque en Frontend,"En FRACTAL, consultora TI peruana con más de 10 años de experiencia en el mercado nacional e internacional, nos encontramos en búsqueda de un(a) Desarrollador Fullstack con experiencia en CMS para colaborar en modalidad híbrida en un proyecto con uno de nuestros clientes nacionales. Requisitos Frontend: Formación universitaria culminada en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines. 2 a 3 años de experiencia en el puesto y desarrollando con JavaScript y TypeScript. Experiencia en desarrollo de interfaces con React Manejo de estado y asincronía (Zustand, React Query, Axios) Creación de UI responsiva y accesible (Tailwind, Radix) Validación de datos y formulatrio /React Hook Form, Zod) Visualización de datos (gráficos, fechas, Excel) Optimización y buenas p",Lima,Híbrido
Practicante de Digitalización,"¡Hola a todos! En REPSOL, estamos buscando entusiastas e innovadores Practicantes de Digitalización para unirse a nuestro equipo. ¡Únete a nosotros y ayuda a dar forma al futuro de la energía! REQUISITOS Estudiante de últimos ciclos de las carreras de Ing. Sistemas, Ing. Industrial o afines Manejo de herramientas de automatización y/o programación Power BI a nivel intermedio. Paquete de office a nivel intermedio. Idioma de ingles a nivel intermedio. FUNCIONES Apoyo en el levantamiento de procesos y elaboración de flujogramas de la operación. Identificación de oportunidades de eficiencia y automatización, así como la optimización de proyectos en ejecución. Participación en la elaboración de aplicativos que permitan la digitalización y diminuyan la manualidad del negocio Apoyo en la actualiz",San Isidro,Presencial
ANALISTA PROGRAMADOR Java - Microservicios,"Somos Canvia ¡Una empresa que innova y reinventa! ¡Buscamos a un Programador Java con ADN de innovación! Top de razones para trabajar con nosotros: CANVIA es una de las empresas más grandes del sector IT en el Perú y nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital en múltiples industrias. Nos mueve la reinvención, hacer las cosas diferentes a través de buenas ideas, cuestionar el statu quo. Años de experiencia desarrollando y ejecutando soluciones con un equipo humano valioso y que suma diferentes capacidades, nuevos modelos de negocios a través del uso de tecnologías digitales y sistemas de gestión del cambio soportados en una cultura Lean-Agile. ¿Qué retos tendrás como Programador? Desarrollo de sistemas y/o soft",Cercado De Lima,Híbrido
Programador,"¿Cuáles serán mis desafíos? Planificar y programar las operaciones de transporte y abastecimiento de productos a nivel nacional. Coordinar la disponibilidad operativa de las unidades en función de la demanda de los clientes y la capacidad de atención. Asegurar la continuidad del suministro de productos en distintas regiones del país, priorizando las zonas críticas para garantizar la cobertura oportuna. Gestionar la programación bajo criterios de seguridad y eficiencia, manteniendo una comunicación fluida entre las áreas involucradas en la operación. Velar por el cumplimiento de los estándares de servicio y la optimización de recursos en las operaciones logísticas. ¿Qué es lo que se requiere de mí? Estudios Universitarios y/o Técnicos de Ingeniería Industrial, Cadena de Suministro, Transpor",Lima,Presencial
Analista Programador FRONTEND - Angular,"Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y segura. ¡Reinventa el futuro con Canvia! Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura. Como Analista Programador ANGULAR tendrás la misión de: Desarrollar la interfaz de usuario en Angular con Microfrontends. Integrar con Azu",Lima,Híbrido
Practicante Profesional: Programación PLSQL,"¿Estás buscando iniciar tu carrera como Practicante Profesional Desarrollador PL/SQL en un proyecto retador y con gran proyección de crecimiento? ¡Esta es tu oportunidad! 🙌 Requisitos clave: Recien egresados de Sistemas, computación o afines. Conocimientos en PL/SQL y Oracle. Experiencia previa en proyectos académicos o prácticas relacionadas. Conocimientos básicos en Java (Spring) [deseable]. Conocimientos básicos en AngularJS [deseable]. Interés en aprender y aportar en procesos de migración tecnológica. Actitud proactiva, orientación a resultados y capacidad para trabajar en equipo. ✨ Beneficios: Home office ergonómico. Plan de desarrollo profesional. Subvención económica inicial S/1400 Incrementos salariales según desempeño Seguro FOLA Línea de carrera Capacitación constante 📍 Modalida",San Isidro,Remoto
Tech Lead / Líder Técnico Frontend (React + NextJS),"ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido. Te invitamos a participar de proceso TECH LEAD / LIDER TÉCNICO FRONTEND (REACT + NEXTJS) y ser parte de esta experiencia: RESPONSABILIDADES: Liderar el diseño e implementación de arquitecturas web y/o móviles. Coordinar tareas de desarrollo frontend en su mayoría. Desarrollar e integrar APIs, servicios externos y sistemas de terceros. Supervisar buenas prácticas de testing automatizado y control de versiones. Gestionar la infraestructura, rendimiento y disponibilidad de los sist",Lima,Híbrido
Practicante Profesional Desarrollador PL/SQL,"¿Estás buscando iniciar tu carrera como Practicante Profesional Desarrollador PL/SQL en un proyecto retador y con gran proyección de crecimiento? ¡Esta es tu oportunidad! 🙌 Requisitos clave: Egresados de Ing. de Sistemas o afines. Conocimientos en PL/SQL y Oracle. Experiencia previa en proyectos académicos o prácticas relacionadas. Conocimientos básicos en Java (Spring) [deseable]. Conocimientos básicos en AngularJS [deseable]. Interés en aprender y aportar en procesos de migración tecnológica. Actitud proactiva, orientación a resultados y capacidad para trabajar en equipo. ✨ Beneficios: Home office ergonómico. Plan de desarrollo profesional. 📍 Modalidad: Remoto total. 🕐 Horario: L-V 9:00 a.m. – 6:30 p.m. 🔗 ¿Te interesa? Envía tu CV a esta publicación.",Lima,Remoto
Analista Programador Visual Basic .Net,Analista Programador Visual Basic .Net Resumen del Puesto Estamos buscando un Analista Programador Visual Basic .Net con experiencia en desarrollo y mantenimiento de aplicaciones en Visual Basic .Net. El candidato ideal tendrá la oportunidad de participar en proyectos desafiantes dentro de un entorno dinámico. Responsabilidades Desarrollo y mantenimiento de aplicaciones en Visual Basic .Net. Participación en el diseño y la implementación de soluciones de software. Colaboración con otros miembros del equipo para garantizar la calidad del código. Optimización de código y resolución de incidencias. Requisitos Experiencia en desarrollo y mantenimiento de aplicaciones en Visual Basic .Net. Manejo de C#. Experiencia en Stored Procedures en SQL. Experiencia en procesos de ETL utilizando SQL Serve,Barranco,Presencial
Desarrollador Java Mobile,"Fundado en París en 1895 y con más de 100 años de experiencia en la enseñanza de las artes culinarias y hospitalidad, en la actualidad Le Cordon Bleu tiene 40 escuelas en más de 20 países, con un promedio de 30 millones de alumnos en todo el mundo con más de 70 de nacionalidades lo que hace de Le Cordon Bleu tu pasaporte al mundo. En Perú La Red Educativa Le Cordon Bleu está conformado por 2 unidades de negocio principales, la Universidad Le Cordon Bleu con 4 carreras orientadas a la gestión, técnicas alimentarias y el turismo. El Instituto Le Cordon Bleu con 5 carreras profesionales enfocadas en servicio de la gastronomía, hotelería y bar. Le Cordon Bleu Perú los invita a ser parte de este mundo de experiencias y creatividad. Le Cordon Bleu, la Red Educativa líder en formar profesionales ",Lima,Presencial
Desarrollador Full Stack,"¡Hola talentos! Somos un holding empresarial destacado en el sector salud en Perú, ofrecemos servicios médicos de excelencia con soluciones innovadoras y tecnología avanzada. Con una amplia red de centros médicos y una sólida presencia en el mercado, nos destacamos por nuestra inclusión y mejora continua. ¡Forma parte de nuestro gran equipo y transforma el cuidado de la salud en el país como Desarrollador Full Stack! Requisitos: Egresados de la carrera de Ing. De Sistemas, Informática y/o afines. Experiencia en lenguajes de programación Python, Angular ( 1 0 o superior), Java, Conocimiento de Ajax, JSON y el modelo API REST (Deseable) Conocimiento de Operaciones Cloud: AWS (Deseable) Conocimientos en modelamiento y administración de base de datos (MySql, Mariadb, Postgres): Implementación ",Miraflores,Presencial
Programador de Inteligencia Artificial,"Analista de Desarrollo de Inteligencia Artificial Resumen Estamos buscando un Analista de Desarrollo de Inteligencia Artificial para unirse a nuestro equipo. El objetivo principal de la posición es el desarrollo de soluciones basadas en Inteligencia Artificial, el diseño y la ejecución de automatizaciones e integraciones mediante el consumo de APIs REST, Webhooks y estructuras JSON. Además, se espera la construcción de herramientas internas que permitan escalar procesos y optimizar la eficiencia operativa. Modalidad Remota. Responsabilidades Desarrollar soluciones basadas en Inteligencia Artificial Diseñar y ejecutar automatizaciones e integraciones mediante el consumo de APIs REST, Webhooks y estructuras JSON Construir herramientas internas para escalar procesos y mejorar la eficiencia op",Lima,Presencial
Desarrollador de Sistemas,"En Intelitech Perú, buscamos profesionales apasionados por la tecnología, con experiencia en desarrollo de software y ganas de trabajar en proyectos desafiantes. ✅ Requisitos principales: 📌 Experiencia de 3 a 5 añosen: Desarrollo de aplicaciones o Programación de software o Soluciones de software o Implementación de proyectos TI. 📌 Formación: Bachiller o Título Técnico en: Ingeniería de Sistemas y/o Software y/o Computación e Informática. 📌 Capacitación: En alguno de los siguientes cursos (no indispensable): -Metodologías Ágiles y/o Scrum -Java -Spring Framework -Angular 📍 Modalidad: Híbrida 💼 Forma parte de una empresa experta en TI y lleva tu carrera al siguiente nivel.",Lima,Presencial
Desarrollador Full Stack,"Desarrollador Full Stack Resumen Buscamos un Desarrollador Full Stack con experiencia en el desarrollo de aplicaciones web. El candidato ideal tendrá un sólido conocimiento de lenguajes de programación como PHP, Python, JavaScript, Java, y experiencia con frameworks como Laravel y Además, deberá tener experiencia en el diseño y desarrollo de APIs RESTful y en el manejo de bases de datos como MySQL o PostgreSQL. Responsabilidades Desarrollar y mantener aplicaciones web utilizando las tecnologías mencionadas. Diseñar e implementar APIs RESTful para la comunicación entre el frontend y el backend. Trabajar en estrecha colaboración con otros desarrolladores y equipos para entregar productos de alta calidad. Participar en el diseño de la arquitectura de las aplicaciones. Realizar pruebas unitari",Antioquia,Presencial
Analista programador Fullstack,"Requisitos - Conocimientos en desarrollo de soluciones con , / Angular - Conocimientos en diseño, consultas y programación en bases de datos (MySQL, PostgreSQL). - Conocimientos en desarrollo en Python - Experiencia en documentación funcional / técnica de sistemas. - Mantenimiento de versiones del software - Asegurar que el código sea en adecuado por medio de las pruebas unitarias. - Participar activamente con los usuarios y pares en la solución de iniciativas.",San Isidro,Presencial
